Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen,Cuentas_Diarias
Yes,7,Month-to-month,DSL,Yes,70.75,Credit card (automatic),Yes,0,2.3583333333333334
No,1,Month-to-month,DSL,No,44.0,Mailed check,Yes,0,1.4666666666666666
No,69,Two year,DSL,Yes,61.4,Credit card (automatic),No,0,2.0466666666666664
No,55,Two year,Fiber optic,Yes,88.8,Credit card (automatic),No,1,2.96
Yes,14,Month-to-month,Fiber optic,No,104.85,Electronic check,Yes,1,3.4949999999999997
Yes,1,Month-to-month,Fiber optic,No,94.4,Electronic check,No,0,3.146666666666667
No,47,Two year,DSL,Yes,90.5,Mailed check,Yes,0,3.0166666666666666
No,72,Two year,DSL,No,85.25,Electronic check,Yes,0,2.841666666666667
Yes,1,Month-to-month,DSL,No,24.6,Electronic check,No,0,0.8200000000000001
No,16,Two year,No,No internet service,19.75,Mailed check,No,0,0.6583333333333333
No,65,Two year,DSL,Yes,82.5,Bank transfer (automatic),Yes,0,2.75
No,18,One year,No,No internet service,23.75,Mailed check,No,0,0.7916666666666666
Yes,4,Month-to-month,Fiber optic,No,78.85,Electronic check,Yes,1,2.628333333333333
No,45,One year,Fiber optic,No,100.15,Bank transfer (automatic),Yes,1,3.3383333333333334
No,21,Two year,DSL,Yes,35.1,Mailed check,No,0,1.1700000000000002
Yes,2,Month-to-month,Fiber optic,No,70.7,Electronic check,Yes,0,2.356666666666667
No,72,Two year,Fiber optic,Yes,113.65,Credit card (automatic),Yes,0,3.7883333333333336
Yes,6,Month-to-month,DSL,No,47.95,Electronic check,Yes,0,1.5983333333333334
No,72,Two year,DSL,Yes,65.1,Credit card (automatic),Yes,0,2.17
No,1,Month-to-month,DSL,No,45.6,Mailed check,No,0,1.52
Yes,1,Month-to-month,Fiber optic,No,76.45,Electronic check,Yes,1,2.5483333333333333
Yes,52,One year,Fiber optic,Yes,111.25,Credit card (automatic),Yes,0,3.7083333333333335
Yes,5,Month-to-month,Fiber optic,No,75.55,Electronic check,No,0,2.518333333333333
No,48,Two year,No,No internet service,20.0,Mailed check,No,0,0.6666666666666666
No,67,One year,DSL,No,75.1,Mailed check,No,0,2.503333333333333
Yes,29,Month-to-month,Fiber optic,No,94.45,Electronic check,Yes,1,3.1483333333333334
No,65,One year,DSL,No,67.05,Credit card (automatic),No,0,2.235
Yes,17,One year,Fiber optic,Yes,98.6,Bank transfer (automatic),No,0,3.2866666666666666
No,11,Month-to-month,No,No internet service,20.3,Bank transfer (automatic),No,0,0.6766666666666666
No,52,Two year,No,No internet service,20.1,Bank transfer (automatic),No,0,0.67
No,71,Two year,Fiber optic,Yes,113.65,Credit card (automatic),No,0,3.7883333333333336
Yes,34,Month-to-month,DSL,Yes,62.65,Electronic check,No,0,2.0883333333333334
No,3,Month-to-month,DSL,No,54.65,Mailed check,No,0,1.8216666666666665
Yes,3,Month-to-month,DSL,No,54.7,Credit card (automatic),Yes,0,1.8233333333333335
No,10,Month-to-month,Fiber optic,No,70.15,Mailed check,No,0,2.3383333333333334
Yes,4,Month-to-month,Fiber optic,No,74.95,Electronic check,No,1,2.4983333333333335
No,15,Month-to-month,Fiber optic,No,83.2,Bank transfer (automatic),Yes,0,2.7733333333333334
No,3,Month-to-month,No,No internet service,24.6,Mailed check,No,0,0.8200000000000001
No,52,Month-to-month,Fiber optic,No,109.1,Electronic check,Yes,1,3.6366666666666663
No,21,Month-to-month,Fiber optic,No,95.4,Bank transfer (automatic),Yes,1,3.18
No,68,Two year,DSL,Yes,64.1,Bank transfer (automatic),No,0,2.1366666666666663
No,39,Month-to-month,Fiber optic,No,90.7,Electronic check,No,1,3.0233333333333334
No,46,Month-to-month,DSL,No,43.95,Electronic check,Yes,0,1.465
Yes,1,Month-to-month,Fiber optic,No,85.0,Electronic check,Yes,0,2.8333333333333335
Yes,13,Month-to-month,Fiber optic,No,74.4,Credit card (automatic),Yes,0,2.48
No,72,Two year,DSL,Yes,45.25,Credit card (automatic),No,0,1.5083333333333333
Yes,38,Month-to-month,Fiber optic,No,74.95,Bank transfer (automatic),Yes,1,2.4983333333333335
No,64,One year,DSL,Yes,70.15,Mailed check,Yes,0,2.3383333333333334
No,13,Month-to-month,Fiber optic,No,96.85,Electronic check,Yes,1,3.228333333333333
No,5,Month-to-month,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
No,72,Two year,DSL,Yes,91.35,Bank transfer (automatic),Yes,0,3.045
No,57,Two year,DSL,Yes,84.5,Electronic check,Yes,0,2.816666666666667
No,72,Two year,Fiber optic,Yes,115.5,Bank transfer (automatic),Yes,0,3.85
Yes,1,Month-to-month,Fiber optic,No,94.0,Electronic check,Yes,1,3.1333333333333333
Yes,1,Month-to-month,Fiber optic,No,79.95,Electronic check,Yes,0,2.665
Yes,8,Month-to-month,Fiber optic,No,99.65,Electronic check,Yes,0,3.3216666666666668
Yes,3,Month-to-month,Fiber optic,No,74.25,Electronic check,Yes,0,2.475
No,47,Month-to-month,DSL,No,55.3,Electronic check,Yes,0,1.8433333333333333
No,69,One year,DSL,No,29.8,Credit card (automatic),Yes,1,0.9933333333333334
No,38,Month-to-month,No,No internet service,19.6,Electronic check,No,0,0.6533333333333334
No,26,Month-to-month,No,No internet service,20.9,Mailed check,No,0,0.6966666666666667
No,14,Month-to-month,Fiber optic,No,84.8,Electronic check,Yes,0,2.8266666666666667
No,11,One year,DSL,No,61.25,Electronic check,Yes,0,2.0416666666666665
Yes,2,Month-to-month,Fiber optic,No,79.75,Bank transfer (automatic),Yes,1,2.658333333333333
Yes,1,Month-to-month,No,No internet service,18.85,Mailed check,Yes,0,0.6283333333333334
No,27,One year,Fiber optic,Yes,101.9,Credit card (automatic),Yes,0,3.396666666666667
No,8,Month-to-month,DSL,No,43.55,Mailed check,No,0,1.4516666666666667
No,23,One year,DSL,Yes,66.25,Mailed check,Yes,0,2.2083333333333335
Yes,13,Month-to-month,Fiber optic,No,100.35,Electronic check,Yes,0,3.3449999999999998
No,60,Two year,Fiber optic,Yes,110.8,Credit card (automatic),Yes,0,3.6933333333333334
No,6,Month-to-month,DSL,No,54.85,Electronic check,No,0,1.8283333333333334
No,7,Month-to-month,Fiber optic,No,74.85,Electronic check,Yes,1,2.4949999999999997
No,66,Two year,No,No internet service,25.3,Credit card (automatic),Yes,0,0.8433333333333334
No,72,Two year,DSL,Yes,85.95,Bank transfer (automatic),No,0,2.865
No,33,Month-to-month,DSL,No,54.65,Bank transfer (automatic),Yes,0,1.8216666666666665
No,23,One year,No,No internet service,19.3,Credit card (automatic),No,0,0.6433333333333333
No,59,Two year,DSL,Yes,90.3,Credit card (automatic),No,0,3.01
No,4,Month-to-month,DSL,No,44.8,Credit card (automatic),Yes,0,1.4933333333333332
No,67,Month-to-month,Fiber optic,No,89.55,Bank transfer (automatic),Yes,0,2.985
No,4,Two year,No,No internet service,25.3,Credit card (automatic),Yes,0,0.8433333333333334
No,72,Two year,Fiber optic,Yes,110.9,Credit card (automatic),Yes,0,3.6966666666666668
No,42,Month-to-month,DSL,Yes,66.4,Credit card (automatic),Yes,0,2.2133333333333334
No,26,Month-to-month,Fiber optic,No,78.8,Electronic check,Yes,1,2.6266666666666665
No,38,One year,Fiber optic,Yes,110.7,Electronic check,Yes,0,3.69
No,24,One year,DSL,Yes,58.35,Electronic check,Yes,0,1.945
No,65,Two year,DSL,Yes,58.9,Credit card (automatic),No,0,1.9633333333333334
No,67,One year,DSL,Yes,72.35,Bank transfer (automatic),Yes,0,2.4116666666666666
Yes,43,One year,Fiber optic,Yes,109.55,Mailed check,Yes,1,3.6516666666666664
No,24,Month-to-month,Fiber optic,No,94.1,Electronic check,Yes,0,3.1366666666666663
No,64,One year,No,No internet service,24.4,Bank transfer (automatic),Yes,0,0.8133333333333332
No,40,Month-to-month,DSL,Yes,64.1,Credit card (automatic),Yes,0,2.1366666666666663
No,15,Month-to-month,No,No internet service,19.8,Mailed check,Yes,0,0.66
No,71,Two year,No,No internet service,24.35,Mailed check,No,0,0.8116666666666668
No,27,Month-to-month,Fiber optic,No,70.55,Electronic check,Yes,1,2.3516666666666666
No,4,Month-to-month,No,No internet service,20.7,Mailed check,No,0,0.69
No,12,Month-to-month,No,No internet service,20.1,Mailed check,No,0,0.67
Yes,8,Month-to-month,Fiber optic,No,84.5,Bank transfer (automatic),No,0,2.816666666666667
Yes,33,Month-to-month,Fiber optic,No,80.6,Bank transfer (automatic),Yes,1,2.6866666666666665
No,52,Two year,No,No internet service,19.85,Mailed check,No,0,0.6616666666666667
No,60,Two year,DSL,Yes,59.85,Bank transfer (automatic),No,0,1.995
No,33,Month-to-month,DSL,Yes,50.0,Electronic check,Yes,1,1.6666666666666667
No,1,Month-to-month,No,No internet service,19.25,Electronic check,No,0,0.6416666666666667
No,6,Month-to-month,DSL,Yes,50.05,Mailed check,No,0,1.6683333333333332
Yes,54,One year,DSL,No,70.15,Credit card (automatic),Yes,0,2.3383333333333334
Yes,24,Month-to-month,DSL,No,40.65,Credit card (automatic),Yes,1,1.355
No,35,Two year,No,No internet service,19.85,Mailed check,Yes,0,0.6616666666666667
No,72,Two year,DSL,No,82.65,Credit card (automatic),Yes,0,2.7550000000000003
No,43,One year,Fiber optic,Yes,90.65,Credit card (automatic),Yes,0,3.021666666666667
No,43,One year,DSL,Yes,44.15,Electronic check,No,0,1.4716666666666667
No,5,Month-to-month,Fiber optic,No,69.95,Credit card (automatic),No,0,2.3316666666666666
No,44,One year,Fiber optic,No,89.15,Credit card (automatic),No,1,2.9716666666666667
Yes,12,Month-to-month,Fiber optic,No,80.45,Electronic check,Yes,1,2.6816666666666666
No,53,One year,Fiber optic,No,95.95,Electronic check,No,0,3.1983333333333333
No,23,Month-to-month,No,No internet service,19.5,Mailed check,Yes,0,0.65
No,62,One year,Fiber optic,No,94.0,Bank transfer (automatic),Yes,0,3.1333333333333333
No,27,Two year,No,No internet service,20.6,Mailed check,No,0,0.6866666666666668
No,15,Month-to-month,DSL,No,48.85,Mailed check,No,0,1.6283333333333334
No,69,Two year,No,No internet service,24.6,Credit card (automatic),No,0,0.8200000000000001
No,3,Month-to-month,Fiber optic,No,74.45,Credit card (automatic),No,0,2.481666666666667
Yes,1,Month-to-month,Fiber optic,No,74.7,Electronic check,Yes,0,2.49
No,70,One year,Fiber optic,No,98.9,Electronic check,No,0,3.296666666666667
No,15,Month-to-month,Fiber optic,No,91.5,Electronic check,Yes,1,3.05
No,67,One year,Fiber optic,Yes,100.25,Bank transfer (automatic),Yes,0,3.341666666666667
No,64,Two year,Fiber optic,Yes,110.5,Credit card (automatic),Yes,0,3.683333333333333
No,45,Month-to-month,Fiber optic,No,105.15,Electronic check,Yes,0,3.5050000000000003
Yes,4,Month-to-month,Fiber optic,No,70.15,Electronic check,Yes,0,2.3383333333333334
No,40,One year,DSL,Yes,54.55,Bank transfer (automatic),Yes,0,1.8183333333333331
Yes,48,Two year,Fiber optic,Yes,95.5,Mailed check,Yes,0,3.183333333333333
Yes,40,Month-to-month,Fiber optic,Yes,104.8,Bank transfer (automatic),No,0,3.493333333333333
Yes,18,Month-to-month,Fiber optic,Yes,88.35,Electronic check,Yes,0,2.945
No,8,Month-to-month,DSL,No,55.75,Electronic check,No,0,1.8583333333333334
No,70,Two year,DSL,Yes,89.0,Bank transfer (automatic),Yes,0,2.966666666666667
No,38,Two year,No,No internet service,19.95,Mailed check,Yes,0,0.6649999999999999
No,51,One year,Fiber optic,No,90.15,Electronic check,Yes,0,3.0050000000000003
Yes,15,Month-to-month,Fiber optic,No,99.1,Credit card (automatic),Yes,0,3.3033333333333332
No,9,Two year,No,No internet service,19.6,Mailed check,No,0,0.6533333333333334
No,2,Month-to-month,No,No internet service,18.75,Bank transfer (automatic),No,0,0.625
Yes,4,Month-to-month,Fiber optic,Yes,87.1,Mailed check,Yes,0,2.9033333333333333
No,72,Two year,No,No internet service,25.1,Credit card (automatic),Yes,0,0.8366666666666667
No,48,Two year,Fiber optic,Yes,102.5,Credit card (automatic),Yes,0,3.4166666666666665
No,17,Month-to-month,Fiber optic,No,70.8,Electronic check,Yes,0,2.36
No,71,Two year,DSL,Yes,86.1,Bank transfer (automatic),Yes,0,2.8699999999999997
Yes,14,Month-to-month,Fiber optic,Yes,89.95,Electronic check,Yes,0,2.9983333333333335
No,1,Month-to-month,No,No internet service,19.1,Mailed check,No,0,0.6366666666666667
No,11,One year,No,No internet service,20.05,Credit card (automatic),No,0,0.6683333333333333
No,72,Two year,DSL,Yes,65.25,Credit card (automatic),Yes,0,2.175
Yes,1,Month-to-month,Fiber optic,No,76.2,Electronic check,No,0,2.54
Yes,36,Month-to-month,Fiber optic,No,97.35,Bank transfer (automatic),Yes,0,3.2449999999999997
No,27,Month-to-month,Fiber optic,Yes,85.2,Credit card (automatic),Yes,0,2.8400000000000003
No,50,One year,No,No internet service,19.85,Bank transfer (automatic),Yes,0,0.6616666666666667
Yes,1,Month-to-month,DSL,No,44.7,Credit card (automatic),No,0,1.49
No,35,Month-to-month,Fiber optic,No,83.15,Electronic check,No,0,2.771666666666667
Yes,7,Month-to-month,Fiber optic,No,86.8,Electronic check,Yes,0,2.893333333333333
No,53,One year,No,No internet service,19.05,Credit card (automatic),No,0,0.635
No,72,Two year,DSL,Yes,85.1,Mailed check,No,0,2.8366666666666664
Yes,4,Month-to-month,DSL,No,50.4,Mailed check,No,0,1.68
Yes,32,Month-to-month,Fiber optic,No,78.9,Electronic check,Yes,0,2.6300000000000003
No,25,Month-to-month,No,No internet service,19.05,Mailed check,No,0,0.635
No,37,Month-to-month,Fiber optic,Yes,90.35,Electronic check,Yes,0,3.0116666666666663
No,26,One year,DSL,Yes,82.0,Credit card (automatic),Yes,0,2.7333333333333334
No,35,Month-to-month,Fiber optic,No,89.65,Bank transfer (automatic),Yes,0,2.9883333333333337
No,71,One year,DSL,Yes,71.0,Bank transfer (automatic),Yes,1,2.3666666666666667
No,28,One year,DSL,No,59.0,Mailed check,No,0,1.9666666666666666
Yes,15,Month-to-month,DSL,No,59.45,Electronic check,Yes,0,1.9816666666666667
No,71,One year,Fiber optic,Yes,113.15,Bank transfer (automatic),Yes,0,3.771666666666667
No,70,Two year,DSL,No,80.15,Credit card (automatic),Yes,0,2.671666666666667
No,71,Two year,DSL,Yes,80.7,Credit card (automatic),Yes,0,2.69
No,62,One year,Fiber optic,No,92.3,Bank transfer (automatic),Yes,0,3.0766666666666667
No,72,Month-to-month,Fiber optic,Yes,112.9,Credit card (automatic),Yes,1,3.7633333333333336
No,14,Month-to-month,DSL,No,59.8,Credit card (automatic),Yes,0,1.9933333333333332
No,70,Two year,DSL,Yes,75.35,Credit card (automatic),No,0,2.5116666666666663
No,9,One year,No,No internet service,20.1,Mailed check,No,0,0.67
No,72,Two year,DSL,Yes,79.5,Bank transfer (automatic),Yes,0,2.65
No,63,Two year,Fiber optic,Yes,109.25,Bank transfer (automatic),Yes,0,3.6416666666666666
Yes,1,Month-to-month,Fiber optic,No,71.15,Electronic check,Yes,1,2.371666666666667
No,70,Two year,DSL,No,69.2,Credit card (automatic),Yes,0,2.3066666666666666
No,72,Two year,DSL,Yes,89.75,Credit card (automatic),No,0,2.9916666666666667
No,8,Month-to-month,DSL,No,60.9,Bank transfer (automatic),No,1,2.03
Yes,42,Month-to-month,Fiber optic,No,84.65,Electronic check,Yes,1,2.8216666666666668
Yes,18,Month-to-month,Fiber optic,No,90.0,Credit card (automatic),Yes,0,3.0
No,66,One year,Fiber optic,No,95.3,Electronic check,No,0,3.1766666666666667
No,10,Month-to-month,Fiber optic,No,75.05,Electronic check,No,0,2.5016666666666665
No,25,One year,DSL,No,40.65,Credit card (automatic),Yes,0,1.355
No,45,Month-to-month,Fiber optic,No,95.95,Bank transfer (automatic),Yes,0,3.1983333333333333
No,11,Month-to-month,DSL,No,51.0,Bank transfer (automatic),No,0,1.7
Yes,1,Month-to-month,Fiber optic,No,93.55,Electronic check,Yes,1,3.118333333333333
No,8,One year,No,No internet service,19.2,Mailed check,Yes,0,0.64
No,72,Two year,DSL,Yes,64.75,Bank transfer (automatic),No,0,2.158333333333333
No,61,One year,DSL,Yes,79.4,Electronic check,Yes,0,2.646666666666667
No,35,Month-to-month,Fiber optic,Yes,80.05,Credit card (automatic),No,0,2.6683333333333334
No,69,Two year,No,No internet service,19.1,Mailed check,Yes,0,0.6366666666666667
No,59,Month-to-month,DSL,Yes,51.7,Electronic check,Yes,0,1.7233333333333334
No,52,One year,No,No internet service,19.65,Credit card (automatic),No,0,0.6549999999999999
No,20,Month-to-month,DSL,Yes,59.2,Bank transfer (automatic),No,0,1.9733333333333334
No,53,Two year,No,No internet service,20.25,Mailed check,No,0,0.675
No,3,Month-to-month,DSL,No,40.3,Mailed check,No,0,1.3433333333333333
No,13,Month-to-month,Fiber optic,No,70.15,Electronic check,Yes,0,2.3383333333333334
Yes,1,Month-to-month,Fiber optic,No,79.35,Bank transfer (automatic),Yes,0,2.645
No,54,Two year,No,No internet service,20.0,Mailed check,No,0,0.6666666666666666
No,34,Month-to-month,Fiber optic,Yes,96.35,Electronic check,Yes,1,3.2116666666666664
No,35,One year,No,No internet service,20.75,Mailed check,No,0,0.6916666666666667
No,10,Month-to-month,No,No internet service,20.55,Mailed check,Yes,0,0.685
Yes,18,Month-to-month,Fiber optic,No,95.15,Mailed check,No,0,3.171666666666667
No,27,One year,DSL,Yes,81.7,Electronic check,No,0,2.7233333333333336
Yes,1,Month-to-month,DSL,No,40.2,Electronic check,No,1,1.34
No,31,Month-to-month,DSL,Yes,72.45,Bank transfer (automatic),Yes,0,2.415
Yes,64,One year,Fiber optic,No,100.05,Credit card (automatic),Yes,0,3.335
No,10,Month-to-month,Fiber optic,No,75.3,Electronic check,No,1,2.51
No,34,Month-to-month,DSL,No,56.25,Electronic check,Yes,1,1.875
No,13,One year,No,No internet service,19.95,Electronic check,Yes,0,0.6649999999999999
Yes,18,Month-to-month,Fiber optic,Yes,90.1,Electronic check,Yes,0,3.003333333333333
Yes,1,Month-to-month,DSL,No,29.7,Mailed check,No,0,0.99
Yes,26,Month-to-month,Fiber optic,No,89.8,Electronic check,No,0,2.993333333333333
No,15,Month-to-month,Fiber optic,No,87.75,Bank transfer (automatic),Yes,0,2.925
Yes,11,Month-to-month,DSL,No,53.75,Electronic check,No,0,1.7916666666666667
No,70,Two year,DSL,Yes,84.1,Electronic check,Yes,0,2.8033333333333332
No,36,One year,No,No internet service,19.25,Bank transfer (automatic),Yes,0,0.6416666666666667
No,26,One year,No,No internet service,20.65,Credit card (automatic),Yes,0,0.6883333333333332
No,69,Two year,No,No internet service,19.9,Bank transfer (automatic),No,0,0.6633333333333333
No,1,Month-to-month,DSL,No,51.2,Mailed check,No,0,1.7066666666666668
Yes,8,Month-to-month,Fiber optic,No,70.1,Mailed check,Yes,0,2.3366666666666664
No,52,Two year,DSL,Yes,80.95,Bank transfer (automatic),Yes,0,2.6983333333333333
No,68,Two year,Fiber optic,No,80.35,Credit card (automatic),No,0,2.6783333333333332
No,62,Month-to-month,Fiber optic,No,96.1,Credit card (automatic),Yes,1,3.203333333333333
Yes,2,Month-to-month,Fiber optic,No,91.4,Electronic check,Yes,0,3.046666666666667
No,19,Month-to-month,No,No internet service,24.7,Bank transfer (automatic),No,0,0.8233333333333334
No,9,Month-to-month,Fiber optic,No,102.6,Credit card (automatic),Yes,0,3.42
No,24,Two year,No,No internet service,19.75,Mailed check,No,0,0.6583333333333333
No,61,Two year,DSL,Yes,81.05,Mailed check,Yes,0,2.7016666666666667
No,72,Two year,Fiber optic,Yes,90.45,Bank transfer (automatic),No,0,3.015
No,8,Month-to-month,Fiber optic,No,75.0,Mailed check,Yes,0,2.5
No,13,Two year,DSL,Yes,88.95,Credit card (automatic),No,0,2.9650000000000003
No,30,Month-to-month,DSL,No,54.45,Bank transfer (automatic),Yes,0,1.8150000000000002
No,38,Month-to-month,DSL,No,54.5,Electronic check,No,0,1.8166666666666667
No,71,Two year,Fiber optic,No,106.75,Credit card (automatic),Yes,0,3.558333333333333
Yes,16,Month-to-month,Fiber optic,No,81.0,Electronic check,Yes,0,2.7
No,36,Two year,DSL,No,31.05,Bank transfer (automatic),No,0,1.035
Yes,1,Month-to-month,DSL,Yes,51.25,Mailed check,No,0,1.7083333333333333
No,52,Two year,No,No internet service,19.2,Mailed check,No,0,0.64
Yes,4,Month-to-month,Fiber optic,No,89.6,Mailed check,No,0,2.9866666666666664
No,65,Two year,DSL,No,69.55,Mailed check,Yes,0,2.3183333333333334
Yes,38,One year,Fiber optic,No,70.45,Bank transfer (automatic),Yes,0,2.3483333333333336
No,64,Two year,Fiber optic,Yes,99.25,Credit card (automatic),No,0,3.308333333333333
No,71,One year,Fiber optic,No,98.65,Credit card (automatic),Yes,0,3.2883333333333336
