Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen
No,67,Two year,No,No internet service,20.8,Mailed check,Yes,0
No,70,Two year,DSL,Yes,79.6,Bank transfer (automatic),No,0
No,48,One year,No,No internet service,19.95,Mailed check,No,0
Yes,16,Month-to-month,Fiber optic,No,93.2,Credit card (automatic),Yes,0
No,13,Month-to-month,Fiber optic,No,70.15,Mailed check,Yes,0
Yes,5,Month-to-month,Fiber optic,No,80.6,Electronic check,Yes,0
No,72,Two year,Fiber optic,No,79.05,Bank transfer (automatic),No,0
No,72,Two year,Fiber optic,Yes,110.15,Electronic check,Yes,0
No,24,Month-to-month,Fiber optic,No,79.85,Credit card (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,45.3,Mailed check,Yes,0
No,72,Two year,Fiber optic,Yes,118.75,Bank transfer (automatic),Yes,0
No,68,Two year,Fiber optic,No,84.7,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,Fiber optic,No,74.9,Credit card (automatic),No,0
No,62,Two year,Fiber optic,Yes,104.05,Electronic check,Yes,0
No,41,One year,DSL,Yes,74.7,Credit card (automatic),Yes,0
No,46,Month-to-month,Fiber optic,Yes,110.2,Electronic check,Yes,1
Yes,3,Month-to-month,Fiber optic,No,76.05,Electronic check,Yes,1
No,1,Month-to-month,Fiber optic,No,89.25,Electronic check,Yes,0
No,71,Two year,DSL,Yes,91.25,Mailed check,Yes,0
Yes,2,Month-to-month,DSL,No,50.15,Credit card (automatic),No,1
Yes,2,Month-to-month,DSL,No,54.85,Mailed check,No,1
No,60,One year,DSL,Yes,70.15,Credit card (automatic),Yes,0
No,40,Month-to-month,Fiber optic,No,84.9,Electronic check,Yes,0
No,27,Month-to-month,Fiber optic,Yes,100.75,Electronic check,No,0
Yes,3,Month-to-month,DSL,No,43.3,Electronic check,Yes,0
No,1,Month-to-month,DSL,No,29.85,Electronic check,Yes,0
Yes,6,Month-to-month,DSL,No,44.6,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,46.3,Mailed check,No,0
No,34,Month-to-month,Fiber optic,No,69.15,Credit card (automatic),No,1
Yes,1,Month-to-month,Fiber optic,No,79.6,Electronic check,Yes,0
No,32,Month-to-month,DSL,No,50.6,Credit card (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,75.8,Electronic check,No,0
No,27,Two year,No,No internet service,20.25,Bank transfer (automatic),Yes,0
No,12,One year,Fiber optic,No,85.15,Credit card (automatic),Yes,0
No,65,Two year,DSL,Yes,59.6,Mailed check,Yes,0
Yes,2,Month-to-month,Fiber optic,No,76.4,Electronic check,No,0
Yes,42,Month-to-month,Fiber optic,Yes,106.15,Bank transfer (automatic),Yes,0
No,62,Two year,DSL,Yes,48.7,Bank transfer (automatic),No,0
No,48,Two year,No,No internet service,24.0,Credit card (automatic),No,0
No,35,Two year,No,No internet service,19.6,Mailed check,No,0
No,1,Month-to-month,No,No internet service,19.55,Mailed check,No,0
No,71,Two year,No,No internet service,19.6,Mailed check,No,0
No,72,Two year,Fiber optic,Yes,110.45,Bank transfer (automatic),Yes,0
Yes,12,Month-to-month,Fiber optic,No,73.75,Credit card (automatic),Yes,0
No,31,Two year,DSL,Yes,49.85,Bank transfer (automatic),Yes,0
No,45,Month-to-month,DSL,No,50.25,Credit card (automatic),Yes,0
No,72,Two year,No,No internet service,19.8,Credit card (automatic),Yes,0
No,45,One year,Fiber optic,No,95.0,Credit card (automatic),Yes,0
No,62,Two year,No,No internet service,24.4,Mailed check,Yes,0
No,17,One year,No,No internet service,19.55,Mailed check,No,0
No,54,Two year,DSL,Yes,87.1,Bank transfer (automatic),No,0
No,15,Month-to-month,No,No internet service,26.35,Electronic check,Yes,0
No,22,Month-to-month,Fiber optic,No,75.0,Bank transfer (automatic),No,0
Yes,12,Month-to-month,Fiber optic,No,84.45,Electronic check,Yes,0
Yes,49,One year,DSL,No,51.8,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,DSL,No,44.6,Electronic check,No,0
No,1,Month-to-month,No,No internet service,19.45,Electronic check,No,0
Yes,24,Month-to-month,DSL,No,54.75,Electronic check,No,0
No,53,One year,DSL,No,74.1,Bank transfer (automatic),No,0
No,42,Month-to-month,Fiber optic,Yes,85.9,Credit card (automatic),Yes,0
No,56,Two year,DSL,Yes,85.65,Bank transfer (automatic),Yes,1
No,28,Month-to-month,DSL,Yes,30.1,Credit card (automatic),Yes,0
No,6,Month-to-month,No,No internet service,19.7,Mailed check,No,0
Yes,1,Month-to-month,DSL,Yes,49.9,Mailed check,Yes,0
Yes,11,Month-to-month,Fiber optic,No,76.5,Electronic check,Yes,0
Yes,37,Month-to-month,Fiber optic,No,78.95,Credit card (automatic),Yes,0
No,56,One year,Fiber optic,Yes,95.65,Electronic check,No,1
No,7,One year,DSL,No,59.1,Electronic check,Yes,0
Yes,66,One year,Fiber optic,Yes,110.9,Credit card (automatic),No,1
No,25,One year,No,No internet service,20.05,Mailed check,No,0
No,57,Two year,DSL,Yes,59.75,Electronic check,Yes,0
No,47,Two year,No,No internet service,20.05,Credit card (automatic),No,0
No,8,Month-to-month,DSL,No,38.5,Electronic check,Yes,0
No,12,Month-to-month,DSL,No,29.35,Credit card (automatic),Yes,1
No,58,One year,DSL,No,44.1,Mailed check,Yes,0
No,2,Month-to-month,No,No internet service,19.9,Credit card (automatic),Yes,0
Yes,7,Month-to-month,Fiber optic,No,79.0,Electronic check,Yes,0
No,52,Two year,DSL,Yes,79.75,Credit card (automatic),Yes,0
No,70,Two year,DSL,Yes,79.25,Bank transfer (automatic),Yes,0
Yes,22,Month-to-month,DSL,No,48.8,Credit card (automatic),Yes,0
Yes,46,Month-to-month,Fiber optic,No,100.7,Electronic check,Yes,1
No,39,Two year,Fiber optic,Yes,100.55,Mailed check,No,0
No,63,Two year,No,No internet service,19.35,Electronic check,No,0
No,0,Two year,No,No internet service,19.85,Mailed check,No,0
No,54,Two year,No,No internet service,20.35,Bank transfer (automatic),Yes,0
No,11,One year,No,No internet service,19.5,Mailed check,No,0
No,71,Two year,DSL,Yes,80.1,Mailed check,Yes,0
No,43,One year,Fiber optic,Yes,84.25,Bank transfer (automatic),Yes,0
Yes,38,One year,DSL,Yes,70.15,Credit card (automatic),Yes,1
No,21,Month-to-month,Fiber optic,No,86.55,Bank transfer (automatic),No,1
Yes,1,Month-to-month,Fiber optic,No,69.2,Electronic check,Yes,0
No,19,One year,Fiber optic,Yes,87.7,Credit card (automatic),Yes,0
No,59,Two year,Fiber optic,Yes,113.75,Electronic check,No,0
Yes,1,Month-to-month,DSL,No,44.15,Mailed check,Yes,0
No,72,Two year,Fiber optic,Yes,103.95,Bank transfer (automatic),Yes,0
No,29,One year,Fiber optic,Yes,100.55,Credit card (automatic),No,0
No,36,Two year,DSL,Yes,40.65,Credit card (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,69.6,Electronic check,Yes,0
No,10,One year,No,No internet service,20.35,Mailed check,No,0
Yes,39,Two year,Fiber optic,Yes,80.45,Electronic check,Yes,0
No,17,Month-to-month,Fiber optic,No,92.55,Electronic check,Yes,1
No,12,Month-to-month,DSL,No,56.3,Mailed check,Yes,0
No,58,One year,DSL,Yes,61.05,Bank transfer (automatic),Yes,0
No,57,Month-to-month,DSL,Yes,55.7,Electronic check,No,0
No,69,Two year,No,No internet service,20.15,Bank transfer (automatic),No,0
No,23,One year,DSL,No,78.55,Electronic check,Yes,0
No,33,One year,Fiber optic,Yes,79.95,Bank transfer (automatic),Yes,0
Yes,3,Month-to-month,DSL,No,45.0,Electronic check,No,1
No,8,One year,No,No internet service,19.9,Credit card (automatic),No,0
No,34,Month-to-month,Fiber optic,No,89.85,Electronic check,Yes,0
Yes,14,Month-to-month,DSL,No,65.45,Electronic check,Yes,0
No,72,Two year,No,No internet service,24.3,Bank transfer (automatic),No,0
No,71,Two year,DSL,Yes,54.5,Bank transfer (automatic),No,0
No,64,One year,DSL,No,73.05,Credit card (automatic),Yes,0
No,53,Month-to-month,DSL,Yes,65.0,Credit card (automatic),No,0
No,68,Two year,Fiber optic,No,89.95,Bank transfer (automatic),Yes,0
Yes,5,Month-to-month,Fiber optic,No,80.15,Electronic check,Yes,0
No,52,Month-to-month,Fiber optic,No,72.95,Bank transfer (automatic),Yes,1
Yes,67,One year,Fiber optic,No,104.1,Electronic check,No,0
No,68,Two year,No,No internet service,20.5,Credit card (automatic),No,0
No,49,One year,DSL,No,78.0,Credit card (automatic),No,0
No,37,Two year,No,No internet service,19.8,Bank transfer (automatic),No,0
No,1,Month-to-month,No,No internet service,20.0,Mailed check,No,0
Yes,23,Month-to-month,Fiber optic,No,81.0,Electronic check,Yes,0
No,11,Month-to-month,No,No internet service,20.45,Credit card (automatic),Yes,0
No,70,One year,No,No internet service,19.7,Bank transfer (automatic),No,0
No,40,Month-to-month,DSL,Yes,61.9,Mailed check,Yes,0
No,69,Two year,Fiber optic,Yes,93.3,Bank transfer (automatic),Yes,0
No,71,Two year,No,No internet service,24.7,Bank transfer (automatic),No,0
No,61,One year,DSL,Yes,84.9,Bank transfer (automatic),No,0
No,26,Month-to-month,Fiber optic,No,100.5,Bank transfer (automatic),Yes,0
Yes,48,One year,Fiber optic,No,82.05,Mailed check,Yes,0
No,60,Two year,No,No internet service,20.55,Mailed check,No,0
No,15,Month-to-month,Fiber optic,No,68.6,Bank transfer (automatic),Yes,0
No,69,One year,Fiber optic,Yes,106.4,Credit card (automatic),Yes,0
No,1,Month-to-month,No,No internet service,19.65,Mailed check,No,0
Yes,59,Month-to-month,DSL,No,41.05,Bank transfer (automatic),Yes,0
No,54,One year,Fiber optic,Yes,105.2,Electronic check,Yes,0
No,72,Two year,DSL,Yes,60.95,Bank transfer (automatic),No,0
No,9,Month-to-month,No,No internet service,19.5,Bank transfer (automatic),No,0
No,2,Month-to-month,DSL,No,44.5,Electronic check,Yes,0
No,66,Two year,No,No internet service,19.75,Mailed check,Yes,0
No,72,Two year,Fiber optic,Yes,98.65,Bank transfer (automatic),Yes,0
Yes,43,Month-to-month,Fiber optic,No,75.2,Electronic check,Yes,0
No,57,Month-to-month,DSL,No,55.0,Electronic check,Yes,1
Yes,1,Month-to-month,DSL,Yes,40.1,Electronic check,No,0
Yes,32,Month-to-month,Fiber optic,No,91.05,Bank transfer (automatic),Yes,0
No,55,Two year,Fiber optic,Yes,113.6,Electronic check,Yes,1
No,51,Month-to-month,DSL,No,30.05,Credit card (automatic),Yes,0
No,6,Month-to-month,DSL,Yes,48.8,Mailed check,Yes,0
Yes,8,Month-to-month,DSL,No,51.05,Electronic check,Yes,0
No,28,Month-to-month,DSL,Yes,35.75,Mailed check,Yes,0
No,16,One year,DSL,No,55.85,Mailed check,Yes,0
No,30,Month-to-month,Fiber optic,Yes,101.3,Electronic check,Yes,1
No,12,One year,DSL,Yes,60.65,Electronic check,No,0
Yes,60,Month-to-month,Fiber optic,No,105.9,Electronic check,Yes,0
No,55,One year,DSL,Yes,64.2,Electronic check,Yes,0
No,1,Month-to-month,DSL,No,45.35,Mailed check,No,0
No,34,Two year,DSL,Yes,40.55,Electronic check,Yes,0
Yes,15,Month-to-month,DSL,Yes,29.7,Electronic check,Yes,0
Yes,2,Month-to-month,Fiber optic,No,80.65,Electronic check,Yes,0
No,6,One year,No,No internet service,19.7,Mailed check,No,0
Yes,66,Two year,Fiber optic,No,106.05,Credit card (automatic),Yes,0
No,3,Month-to-month,No,No internet service,20.85,Mailed check,No,0
No,72,Two year,Fiber optic,No,95.1,Electronic check,Yes,0
No,10,Month-to-month,DSL,Yes,60.95,Mailed check,Yes,0
Yes,1,Month-to-month,DSL,No,50.45,Electronic check,Yes,0
No,47,Two year,DSL,Yes,63.8,Bank transfer (automatic),No,0
No,22,Two year,DSL,Yes,56.75,Bank transfer (automatic),No,0
Yes,31,One year,Fiber optic,No,103.45,Electronic check,Yes,0
No,39,Month-to-month,Fiber optic,Yes,81.5,Bank transfer (automatic),Yes,0
Yes,30,Month-to-month,DSL,No,50.4,Bank transfer (automatic),Yes,1
No,12,Month-to-month,No,No internet service,20.1,Credit card (automatic),Yes,0
Yes,10,Month-to-month,Fiber optic,No,86.65,Electronic check,Yes,1
No,45,Two year,DSL,Yes,75.15,Credit card (automatic),No,1
Yes,18,Month-to-month,Fiber optic,No,99.4,Electronic check,Yes,0
No,70,One year,DSL,Yes,60.35,Electronic check,No,0
No,72,Two year,DSL,Yes,65.2,Credit card (automatic),Yes,0
Yes,12,Month-to-month,Fiber optic,No,99.7,Bank transfer (automatic),Yes,0
No,3,Month-to-month,No,No internet service,19.3,Mailed check,No,0
Yes,4,Month-to-month,Fiber optic,No,77.95,Bank transfer (automatic),No,0
No,6,Month-to-month,No,No internet service,20.15,Bank transfer (automatic),No,0
No,61,Month-to-month,Fiber optic,Yes,94.2,Credit card (automatic),Yes,1
No,42,One year,Fiber optic,No,105.2,Bank transfer (automatic),Yes,1
No,1,Month-to-month,DSL,No,50.75,Mailed check,Yes,0
No,45,One year,DSL,Yes,42.3,Bank transfer (automatic),No,0
No,8,Month-to-month,DSL,Yes,66.05,Bank transfer (automatic),No,0
No,14,Month-to-month,DSL,Yes,69.65,Electronic check,Yes,0
No,18,Month-to-month,DSL,Yes,68.35,Electronic check,Yes,0
No,43,Two year,No,No internet service,25.7,Credit card (automatic),Yes,0
No,27,One year,DSL,No,48.7,Credit card (automatic),No,0
No,18,Month-to-month,Fiber optic,No,74.15,Electronic check,Yes,0
Yes,5,Month-to-month,DSL,No,24.95,Electronic check,Yes,0
No,52,Month-to-month,Fiber optic,Yes,84.05,Bank transfer (automatic),Yes,0
No,3,Month-to-month,No,No internet service,20.0,Bank transfer (automatic),No,0
No,23,Month-to-month,DSL,No,49.7,Credit card (automatic),No,0
Yes,17,Month-to-month,No,No internet service,24.1,Mailed check,No,0
No,20,One year,No,No internet service,20.35,Mailed check,No,0
No,31,Month-to-month,Fiber optic,Yes,96.6,Bank transfer (automatic),Yes,1
No,1,Month-to-month,No,No internet service,20.3,Bank transfer (automatic),Yes,0
No,35,Two year,No,No internet service,20.2,Mailed check,Yes,0
No,6,Two year,DSL,Yes,40.55,Mailed check,No,0
Yes,2,Month-to-month,Fiber optic,No,75.55,Electronic check,Yes,0
No,14,One year,No,No internet service,20.4,Bank transfer (automatic),No,0
No,63,One year,Fiber optic,No,90.45,Credit card (automatic),No,0
No,68,Month-to-month,Fiber optic,Yes,107.7,Electronic check,Yes,0
No,3,Month-to-month,Fiber optic,No,74.5,Electronic check,No,0
No,58,Month-to-month,Fiber optic,Yes,80.65,Bank transfer (automatic),No,0
Yes,19,Month-to-month,Fiber optic,Yes,106.6,Electronic check,Yes,0
Yes,1,Month-to-month,DSL,No,45.8,Electronic check,No,0
No,24,Two year,Fiber optic,No,96.55,Electronic check,Yes,1
Yes,18,Month-to-month,Fiber optic,No,85.2,Electronic check,Yes,0
No,51,One year,DSL,Yes,76.4,Bank transfer (automatic),Yes,0
No,45,One year,DSL,No,78.8,Bank transfer (automatic),No,0
No,61,Month-to-month,DSL,No,59.8,Electronic check,No,0
Yes,1,Month-to-month,No,No internet service,20.2,Mailed check,Yes,0
No,33,One year,DSL,Yes,53.75,Credit card (automatic),Yes,0
Yes,2,Month-to-month,DSL,No,46.0,Credit card (automatic),Yes,0
Yes,8,Month-to-month,No,No internet service,20.15,Bank transfer (automatic),No,0
No,26,Two year,No,No internet service,19.65,Credit card (automatic),No,0
No,23,Month-to-month,Fiber optic,No,75.0,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,DSL,Yes,44.65,Mailed check,Yes,0
Yes,2,Month-to-month,Fiber optic,No,95.15,Electronic check,Yes,0
No,13,Month-to-month,Fiber optic,No,93.8,Credit card (automatic),No,1
Yes,1,Month-to-month,No,No internet service,20.15,Credit card (automatic),Yes,0
No,4,Month-to-month,DSL,No,29.05,Electronic check,Yes,0
No,1,Month-to-month,No,No internet service,19.75,Credit card (automatic),Yes,0
Yes,22,Month-to-month,DSL,No,59.0,Electronic check,No,0
Yes,2,Month-to-month,No,No internet service,19.6,Electronic check,Yes,0
Yes,1,Month-to-month,DSL,No,35.9,Electronic check,No,0
No,21,Month-to-month,Fiber optic,No,68.65,Electronic check,Yes,0
No,45,One year,Fiber optic,Yes,98.7,Bank transfer (automatic),Yes,1
No,12,Month-to-month,Fiber optic,No,86.55,Electronic check,Yes,0
No,72,Two year,DSL,No,64.45,Credit card (automatic),No,0
No,63,Two year,DSL,Yes,74.5,Credit card (automatic),No,0
Yes,15,Month-to-month,Fiber optic,No,84.3,Electronic check,Yes,0
No,43,One year,DSL,No,80.2,Electronic check,Yes,0
No,60,Two year,Fiber optic,Yes,110.0,Bank transfer (automatic),Yes,1
No,31,Month-to-month,DSL,No,59.05,Credit card (automatic),Yes,0
No,53,One year,No,No internet service,19.55,Bank transfer (automatic),No,0
No,67,Month-to-month,DSL,No,54.9,Electronic check,No,1
No,72,Two year,DSL,Yes,88.55,Credit card (automatic),No,0
No,4,Month-to-month,No,No internet service,20.05,Bank transfer (automatic),Yes,0
No,51,One year,DSL,Yes,60.15,Bank transfer (automatic),No,0
No,15,Month-to-month,DSL,No,48.8,Mailed check,Yes,0
No,69,Two year,No,No internet service,19.8,Credit card (automatic),No,0
No,4,Month-to-month,DSL,No,44.55,Mailed check,No,0
No,1,Month-to-month,No,No internet service,19.9,Mailed check,No,0
No,55,One year,Fiber optic,No,100.9,Mailed check,Yes,0
No,4,Month-to-month,DSL,Yes,42.4,Mailed check,No,0
Yes,2,Month-to-month,DSL,No,42.6,Electronic check,Yes,0
Yes,45,Month-to-month,Fiber optic,No,100.85,Credit card (automatic),Yes,0
No,19,Month-to-month,DSL,No,44.9,Mailed check,No,0
Yes,3,Month-to-month,DSL,No,36.45,Mailed check,Yes,1
Yes,28,Month-to-month,Fiber optic,Yes,104.8,Electronic check,Yes,0
No,23,Month-to-month,Fiber optic,No,85.6,Electronic check,No,0
Yes,1,Month-to-month,No,No internet service,20.55,Electronic check,No,0
No,25,Month-to-month,DSL,No,48.25,Electronic check,Yes,0
No,71,Two year,DSL,Yes,80.4,Credit card (automatic),No,0
No,14,Month-to-month,Fiber optic,No,76.45,Electronic check,No,0
No,24,One year,DSL,Yes,54.6,Bank transfer (automatic),No,0
No,56,Month-to-month,Fiber optic,No,101.05,Electronic check,Yes,1
Yes,1,Month-to-month,Fiber optic,No,80.3,Electronic check,Yes,1
No,7,Month-to-month,DSL,Yes,64.2,Electronic check,No,1
No,5,Month-to-month,DSL,Yes,64.35,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,69.4,Mailed check,Yes,0
No,19,Month-to-month,DSL,No,24.85,Mailed check,Yes,0
Yes,7,Month-to-month,Fiber optic,No,75.1,Bank transfer (automatic),Yes,0
No,16,Month-to-month,Fiber optic,No,73.25,Bank transfer (automatic),No,0
No,10,One year,DSL,No,65.9,Mailed check,Yes,0
No,72,Two year,DSL,No,59.75,Bank transfer (automatic),No,0
No,51,One year,Fiber optic,No,94.0,Bank transfer (automatic),Yes,1
No,67,Two year,Fiber optic,Yes,116.1,Credit card (automatic),Yes,1
No,25,Month-to-month,Fiber optic,No,69.3,Electronic check,Yes,1
No,45,Month-to-month,DSL,Yes,81.3,Mailed check,No,0
No,1,Month-to-month,No,No internet service,19.3,Credit card (automatic),No,0
Yes,30,Month-to-month,Fiber optic,Yes,85.15,Electronic check,No,0
No,11,Month-to-month,Fiber optic,No,90.6,Electronic check,No,0
No,20,Month-to-month,Fiber optic,Yes,81.0,Mailed check,Yes,0
No,70,Two year,Fiber optic,Yes,114.3,Credit card (automatic),No,0
Yes,38,One year,DSL,Yes,62.3,Mailed check,Yes,0
Yes,1,Month-to-month,DSL,No,24.8,Electronic check,Yes,1
Yes,3,Month-to-month,Fiber optic,Yes,98.7,Electronic check,Yes,0
No,64,One year,Fiber optic,Yes,104.4,Bank transfer (automatic),Yes,0
No,65,Two year,No,No internet service,19.55,Credit card (automatic),Yes,0
Yes,9,Month-to-month,Fiber optic,No,94.75,Electronic check,Yes,0
No,60,One year,DSL,Yes,64.75,Electronic check,No,0
No,35,Two year,No,No internet service,21.45,Bank transfer (automatic),No,0
No,11,Month-to-month,DSL,No,34.7,Mailed check,No,0
Yes,33,Two year,No,No internet service,24.5,Mailed check,Yes,0
No,36,One year,DSL,Yes,85.85,Bank transfer (automatic),No,0
No,3,Month-to-month,Fiber optic,Yes,89.85,Mailed check,Yes,0
No,31,Two year,Fiber optic,Yes,99.45,Bank transfer (automatic),No,0
No,27,Month-to-month,No,No internet service,19.4,Credit card (automatic),Yes,0
Yes,40,Month-to-month,Fiber optic,No,79.2,Credit card (automatic),Yes,1
Yes,3,Month-to-month,DSL,No,44.3,Mailed check,No,0
No,52,Two year,DSL,Yes,39.1,Mailed check,No,0
No,21,Month-to-month,Fiber optic,No,80.35,Electronic check,No,0
No,24,Month-to-month,DSL,No,66.3,Mailed check,No,0
No,67,One year,Fiber optic,No,88.4,Bank transfer (automatic),Yes,0
No,10,Month-to-month,DSL,No,54.5,Credit card (automatic),Yes,0
No,8,Month-to-month,Fiber optic,No,70.7,Bank transfer (automatic),No,0
No,6,Month-to-month,No,No internet service,18.95,Mailed check,No,0
Yes,21,Month-to-month,Fiber optic,No,97.35,Electronic check,Yes,0
No,65,Two year,No,No internet service,19.9,Mailed check,No,0
No,72,Two year,Fiber optic,No,84.5,Credit card (automatic),Yes,0
No,66,Two year,Fiber optic,Yes,90.95,Credit card (automatic),Yes,0
No,66,Two year,DSL,Yes,91.7,Bank transfer (automatic),No,0
No,47,One year,Fiber optic,No,103.1,Electronic check,Yes,0
No,4,Month-to-month,No,No internet service,20.7,Credit card (automatic),Yes,0
No,21,Two year,No,No internet service,19.6,Mailed check,No,0
No,25,Month-to-month,Fiber optic,No,74.6,Electronic check,Yes,0
